ISIN,Name,Sector,Country
US09062X1037,Biogen Inc,56201040,US
US0917971006,Black & Decker Corp,53204030,US
US09215C1053,Black Knight Inc,57201020,US
US09247X1019,BlackRock Inc,55102020,US
US09260D1072,Blackstone Group Inc,55102020,US
US0936711052,H & R Block Inc,54201030,US
US0970231058,Boeing Co,52101010,US
US09857L1089,Booking Holdings Inc,53301040,US
US0995021062,Booz Allen Hamilton Holding Corp,57201010,US
US0997241064,Borgwarner Inc,53101020,US
US1011211018,Boston Properties Inc,60102020,US
US1011371077,Boston Scientific Corp,56101010,US
US10922N1037,Brighthouse Financial Inc,55301010,US
US1096411004,Brinker International Inc,53301020,US
US1101221083,Bristol-Myers Squibb Co,56201040,US
US11120U1051,Brixmor Property Group Inc,60102020,US
US1113201073,Broadcom Corp,57101010,US
US11133T1034,Broadridge Financial Solutions Inc,57301010,US
US11135F1012,Broadcom Inc,57101010,US
US11282X1037,Brookfield Property REIT Inc,60102020,US
US1152361010,Brown & Brown Inc,55301010,US
US1156372096,Brown-Forman Corp,54101020,US
US1170431092,Brunswick Corp,53205020,US
US1187591094,Bucyrus International Inc,54401010,US
US12189T1043,Burlington Northern Santa Fe LLC,52405030,US
US1220171060,Burlington Stores Inc,53402020,US
US1248572026,nan,,
US12503M1080,Cboe Global Markets Inc,55102050,US
US12504L1098,CBRE Group Inc,60101020,US
US12508E1010,CDK Global Inc,57201020,US
US1251341061,CEB Inc,52203040,US
US12514G1085,CDW Corp,57201010,US
US1252691001,CF Industries Holdings Inc,51101020,US
US12541W2098,CH Robinson Worldwide Inc,52405030,US
US1255231003,Cigna Corp,56102020,US
US1255811085,CIT Group Inc,55101010,US
US1255818015,CIT Group Inc,55101010,US
US12572Q1058,CME Group Inc,55102050,US
US1258961002,CMS Energy Corp,59104010,US
US1264081035,CSX Corp,52405030,US
US12653C1080,CNX Resources Corp,50102020,US
US1266501006,CVS Health Corp,56102010,US
US12673P1057,CA Inc,57201020,US
US12686C1099,Cablevision Systems Corp,53302020,US
US1270971039,Cabot Oil & Gas Corp,50102020,US
US1273871087,Cadence Design Systems Inc,57201020,US
US1313473043,Calpine Corp,59101010,US
US1331311027,Camden Property Trust,60102030,US
US13342B1052,Cameron International Corp,50103020,US
US1344291091,Campbell Soup Co,54102020,US
US14040H1059,Capital One Financial Corp,55101030,US
US14149Y1082,Cardinal Health Inc,54301010,US
US1416651099,nan,,
US1417051034,Caremark Rx Inc,54301010,US
US14170T1016,Carefusion Corp,56101020,US
US1431301027,Carmax Inc,53403010,US
US1491231015,Caterpillar Inc,52102020,US
US1508701034,Celanese Corp,51101010,US
US1510201049,Celgene Corp,56201040,US
US15135B1017,Centene Corp,56102020,US
US15189T1079,CenterPoint Energy Inc,59104010,US
US1523121044,Centex LLC,60101010,US
US1567001060,nan,,
US1567081096,Cephalon Inc,56202010,US
US1567791009,Thl/Cannae Investors LLC,55601010,US
US1567821046,Cerner Corp,56101010,US
US1598641074,Charles River Laboratories International Inc,56202010,US
US16119P1084,Charter Communications Inc,58401010,US
US1628131096,CheckFree Corp,55101030,US
US1638511089,Chemours Co,51101010,US
US16411R2085,Cheniere Energy Inc,50103030,US
US1651671075,nan,,
US1667641005,Chevron Corp,50102030,US
US1672501095,Chicago Bridge & Iron Company NV,52201020,NL
US1686151028,Chico's FAS Inc,53403040,US
US1696561059,Chipotle Mexican Grill Inc,53301020,US
US1703881029,Choice Point Inc,52203040,US
US1712321017,Chubb Corp,55301020,US
US1713401024,Church & Dwight Co Inc,54201010,US
US1717981013,Cimarex Energy Co,50102020,US
US1720621010,Cincinnati Financial Corp,55301020,US
US1727371080,Circuit City Stores Inc,57106030,US
US17275R1023,Cisco Systems Inc,57102010,US
US1729081059,Cintas Corp,52203040,US
US1729674242,Citigroup Inc,55101010,US
US1746101054,Citizens Financial Group Inc,55101010,US
US1773761002,Citrix Systems Inc,57201020,US
US1845021021,iHeartCommunications Inc,53302020,US
US1858991011,Cleveland-Cliffs Inc,51201020,US
US1890541097,Clorox Co,54201010,US
US19075F3047,Cobalt International Energy Inc,50102020,US
US1912161007,Coca-Cola Co,54101030,US
US1924221039,Cognex Corp,52102010,US
US1924461023,Cognizant Technology Solutions Corp,57201010,US
US19329V1052,Cole Real Estate Investments Inc,60102020,US
US1941621039,Colgate-Palmolive Co,54201020,US
US1954933099,Colonial Bancgroup Inc,55101010,US
US19626G1085,Colony Capital Inc,60102010,US
US1982801094,Columbia Pipeline Group Inc,50103030,US
US20030N1019,Comcast Corp,53302020,US
US20030N2009,Comcast Corp,53302020,US
US2003401070,Comerica Inc,55101010,US
US2005191067,Commerce Bancorp LLC,55101010,
US20337X1090,CommScope Holding Company Inc,57102010,US
US2036681086,Community Health Systems Inc,56102010,US
US2044481040,Compania de Minas Buenaventura SAA,51201080,PE
US20449H1095,Bbva Usa Bancshares Inc (TEAXS),55101010,US
US2056381096,Compuware Corp,57201020,US
US2058624022,Comverse Technology Inc,58401020,US
US2058871029,Conagra Brands Inc,54102020,US
US20605P1012,Concho Resources Inc,50102020,US
US2067081099,Concur Technologies Inc,57201020,US
US20825C1045,ConocoPhillips,50102020,US
US2091151041,Consolidated Edison Inc,59101010,US
US21036P1084,Constellation Brands Inc,54101010,US
US2103711006,Constellation Energy Group Inc,59101020,US
US2120151012,Continental Resources Inc,50102020,US
US2124851062,Convergys Corp,57201010,US
US2166484020,Cooper Companies Inc,56101020,US
US2172041061,Copart Inc,53403010,US
US21871D1037,Corelogic Inc,52203070,US
US2193501051,Corning Inc,57104010,US
US22052L1044,Corteva Inc,54102010,US
US22160K1051,Costco Wholesale Corp,53402020,US
US22160N1090,CoStar Group Inc,57201030,US
US2220702037,Coty Inc,54201020,US
US2223721042,Countrywide Financial Corp (Pre-Merger),55101030,US
US2228161004,Covance Inc,56201040,US
US2228621049,Coventry Health Care Inc,56102020,US
US2254471012,Cree Inc,57101010,US
US2257561058,Crescent Real Estate Equities Co,60102040,US
US22822V1017,Crown Castle International Corp,60102040,US
US2283681060,Crown Holdings Inc,51302010,US
US22943F1003,nan,,
US2310211063,Cummins Inc,53101020,US
US2329461030,CYTYC Corp,56101010,US
US23331A1097,D.R. Horton Inc,53203010,US
US2333261079,DST Systems Inc,57201010,US
US2333311072,DTE Energy Co,59101010,US
US23355L1061,DXC Technology Co,57201010,US
US2358511028,Danaher Corp,56101010,US
US2371941053,Darden Restaurants Inc,53301020,US
US23918K1088,DaVita Inc,56102010,US
US2423702032,Dean Foods Co,54102020,US
US2441991054,Deere & Co,52102020,US
US24702R1014,Dell Inc,57106010,US
US24703L2025,Dell Technologies Inc,57106010,US
US2473617023,Delta Air Lines Inc,52406010,US
US2479162081,Denbury Resources Inc,50102020,
US24906P1093,DENTSPLY SIRONA Inc,56101020,US
US25179M1036,Devon Energy Corp,50102020,US
US2521311074,Dexcom Inc,56101020,US
US25271C1027,Diamond Offshore Drilling Inc,50103010,US
US25278X1090,Diamondback Energy Inc,50102020,US
US2533931026,Dick's Sporting Goods Inc,53403090,US
US2538681030,Digital Realty Trust Inc,60102020,US
US2546871060,Walt Disney Co,53302020,US
US2547091080,Discover Financial Services,55101010,US
US25470F1049,Discovery Inc,53302020,US
US25470F3029,Discovery Inc,53302020,US
US25470M1099,DISH Network Corp,53302020,US
US25490A3095,DIRECTV,53302020,US
US2561631068,DocuSign Inc,57201020,US
US25659T1079,Dolby Laboratories Inc,53302030,US
US2566691026,Dollar General Corp,53402020,US
US2566771059,Dollar General Corp,53402020,US
US2567461080,Dollar Tree Inc,53402020,US
US25746U1097,Dominion Energy Inc,59101010,US
US25754A2015,Domino's Pizza Inc,53301020,US
US2575592033,Domtar Corp,51301020,US
US2578672006,RR Donnelley & Sons Co,52203020,US
US2600031080,Dover Corp,52102010,US
US2605571031,Dow Inc,51101010,US
US2605611050,Dow Jones & Company Inc,52203070,US
US26078J1007,nan,,
US26210C1045,Dropbox Inc,57201020,US
US2635341090,E I Du Pont De Nemours and Co,54401010,US
US2644115055,Duke Realty Corp,60102020,US
US26441C2044,Duke Energy Corp,59101010,US
US26483E1001,Dun & Bradstreet Corp,52203070,US
US26614N1028,Dupont De Nemours Inc,51101090,US
US26817G3002,nan,,
US2686481027,EMC Corp,57106010,US
US26875P1012,EOG Resources Inc,50102020,US
US26884L1098,EQT Corp,50102020,US
US2692464017,E*Trade Financial Corp,55102010,US
US27579R1041,East West Bancorp Inc,55101010,US
US2774321002,Eastman Chemical Co,51101010,US
US2774611097,Eastman Kodak Co,57106030,US
US2782651036,Eaton Vance Corp,55102020,US
US2786421030,eBay Inc,57201030,US
US2788651006,Ecolab Inc,51101030,US
US28035Q1022,Edgewell Personal Care Co,54201020,US
US2810201077,Edison International,59101010,US
US28176E1082,Edwards Lifesciences Corp,56101010,US
US28336L1098,El Paso LLC,50103030,US
US28414H1032,Elanco Animal Health Inc,56201040,US
US2855121099,Electronic Arts Inc,57201020,US
US2856611049,Enterprise Services LLC,57201010,US
US29078E1055,Embarq Corp,58401010,US
US2910111044,Emerson Electric Co,52102030,US
US29265N1081,Energen Corp,50102020,US
US29266M1099,Avangrid Inc,59104010,US
US29364G1031,Entergy Corp,59101010,US
US29414B1044,Epam Systems Inc,57201010,US
US29414D1000,Envision Healthcare Corp (Delaware),56102010,US
US2944291051,Equifax Inc,52203070,US
US29444U7000,Equinix Inc,60102020,US
US29452E1010,Equitable Holdings Inc,55102030,US
US29472R1086,Equity LifeStyle Properties Inc,60102030,US
US2947411037,Equity Office Properties Trust,60102020,US
US29476L1070,Equity Residential,60102030,US
US29530P1021,Erie Indemnity Co,55301020,US
US29670G1022,Essential Utilities Inc,59103010,US
US2971781057,Essex Property Trust Inc,60102030,US
US30034W1062,Evergy Inc,59101010,US
US30040W1080,Eversource Energy,59101010,US
US30063P1057,Exact Sciences Corp,56202010,US
US30161N1019,Exelon Corp,59101010,US
US30212P3038,Expedia Group Inc,53301040,US
US3021301094,Expeditors International of Washington Inc,52405010,US
US30219G1085,Express Scripts Holding Co,54301010,US
US30225T1025,Extra Space Storage Inc,60102040,US
US30231G1022,Exxon Mobil Corp,50102030,US
US3024451011,FLIR Systems Inc,57102010,US
US3024913036,FMC Corp,51101090,US
US3029411093,FTI Consulting Inc,52203040,US
US30303M1027,Facebook Inc,57201030,US
US3030751057,Factset Research Systems Inc,52203070,US
US3070001090,Family Dollar Stores Inc,53402020,US
US30711Y1029,nan,,
US3119001044,Fastenal Co,52102010,US
US3134003017,Federal Home Loan Mortgage Corp,55101050,US
US3135861090,Federal National Mortgage Association,55101010,US
US3137472060,Federal Realty Investment Trust,60102020,US
US31428X1063,FedEx Corp,52405010,US
US3156161024,F5 Networks Inc,57201010,US
US31620M1062,Fidelity National Information Services Inc,57301010,US
US31620R3030,Fidelity National Financial Inc,55301020,US
US3167731005,Fifth Third Bancorp,55101010,US
US31680Q1040,58.Com Inc,57201030,CN
US3168271043,51job Inc,52203030,CN
US31816Q1013,FireEye Inc,57201020,US
US3199631041,First Data Corp,52203040,US
US32008D1063,First Data Corp,52203040,US
US3205171057,First Horizon Corp (Tennessee),55101010,US
US33616C1009,First Republic Bank,55101010,US
US3364331070,First Solar Inc,50201010,US
US3377381088,Fiserv Inc,52203040,US
US3379321074,FirstEnergy Corp,59101010,US
US3390411052,Fleetcor Technologies Inc,52203040,US
US3434121022,Fluor Corp,52201020,US
US34354P1057,Flowserve Corp,52102010,US
US3448491049,Foot Locker Inc,53403040,US
US3453708600,Ford Motor Co,53101010,US
US3456051099,Forest City Realty Trust Inc,60102020,US
US3458381064,Forest Laboratories Inc,56201040,US
US34959E1091,Fortinet Inc,57201010,US
US34959J1088,Fortive Corp,52102010,US
US34964C1062,Fortune Brands Home & Security Inc,53203020,US
US34988V1061,Fossil Group Inc,53202020,US
US35137L1052,Fox Corp,53302020,US
US35137L2043,Fox Corp,53302020,US
US3546131018,Franklin Resources Inc,55102020,US
US35671D8570,Freeport-McMoRan Inc,51201080,US
US35906A3068,Frontier Communications Corp,58401010,US
US36165L1089,GDS Holdings Ltd,57201010,CN
US3635761097,Arthur J Gallagher & Co,55301010,US
US36467W1099,GameStop Corp,53403050,US
US3647601083,Gap Inc,53403040,US
US3666511072,Gartner Inc,57201010,US
US3687104063,Genentech Inc,56201040,US
US3695501086,General Dynamics Corp,52101010,US
US3696041033,General Electric Co,54401010,US
US3703341046,General Mills Inc,54102020,US
US37045V1008,General Motors Co,53101010,US
US37244E1073,Genon Energy Inc,59101010,US
US3724601055,Genuine Parts Co,53101020,US
US37247D1063,Genworth Financial Inc,55301010,US
US3729171047,Genzyme Corp,56202010,US
US3742761030,Getty Images Inc,53302010,US
US3755581036,Gilead Sciences Inc,56202010,US
US37940X1028,Global Payments Inc,52203040,US
US37959E1029,Globe Life Inc,55301030,US
US3802371076,GoDaddy Inc,57201010,US
US38141G1040,Goldman Sachs Group Inc,55102010,US
US3823881061,Goodrich Corp,52101010,US
US3825501014,Goodyear Tire & Rubber Co,53101030,US
US38388F1084,W R Grace & Co,51101030,US
US3846371041,Graham Holdings Co,54201030,US
US3848021040,W W Grainger Inc,52102010,US
US38821G1013,Grant Prideco Inc,52203040,US
ARP495251018,Grupo Financiero Galicia SA,55101010,AR
US4001101025,GrubHub Inc,57201020,US
US40171V1008,Guidewire Software Inc,57201020,US
US40412C1018,HCA Healthcare Inc,56102010,US
US40414L1098,nan,,
US40416M1053,HD Supply Holdings Inc,52202010,US
US40434L1052,HP Inc,57106010,US
US4062161017,Halliburton Co,50103020,US
US4103451021,HanesBrands Inc,53202020,US
US4128221086,Harley-Davidson Inc,53101010,US
US4130861093,Harman International Industries Inc,53101020,US
US4136191073,Harrah S,53301010,US
US4138751056,nan,,
US4158641070,Harsco Corp,52203010,US
US4165151048,Hartford Financial Services Group Inc,55301010,US
US4180561072,Hasbro Inc,53205010,US
US4219331026,Health Management Associates LLC,56102010,US
US42222G1085,Health Net Inc (Pre-Merger),56102020,US
US42250P1030,Healthpeak Properties Inc,60102040,US
US4228061093,HEICO Corp,52101010,US
US4228062083,HEICO Corp,52101010,US
US4230741039,Kraft Heinz Foods Co,54102020,US
US4234521015,Helmerich and Payne Inc,50103010,US
US4262811015,Jack Henry & Associates Inc,57201010,US
US4278661081,Hershey Co,54102020,US
US42806J1060,Hertz Global Holdings Inc,52406020,US
US42809H1077,Hess Corp,50102020,US
US42824C1099,Hewlett Packard Enterprise Co,57106010,US
US4314751029,Hill-Rom Holdings Inc,56101020,US
US4325891095,Hillshire Brands Co,54102020,US
US4328481092,Park Hotels & Resorts Inc,60102040,US
US43300A2033,Hilton Worldwide Holdings Inc,53301010,US
US4361061082,HollyFrontier Corp,50102030,US
US4364401012,Hologic Inc,56101010,US
US4370761029,Home Depot Inc,53403020,US
US4385161066,Honeywell International Inc,54401010,US
US4404521001,Hormel Foods Corp,54102020,US
US4410601003,Hospira Inc,56201040,US
US44107P1049,Host Hotels & Resorts Inc,60102040,US
US44332N1063,Huazhu Group Ltd,53301010,CN
US4436831071,Hudson City Bancorp Inc,55101010,US
US4448591028,Humana Inc,56102020,US
US4449031081,Human Genome Sciences Inc,56202010,US
US4456581077,J B Hunt Transport Services Inc,52405030,US
US4461501045,Huntington Bancshares Inc,55101010,US
US4464131063,Huntington Ingalls Industries Inc,52101010,US
US4470111075,Huntsman Corp,51101030,US
US44842L1035,Hutchison China MediTech Ltd,56201040,HK
US44852D1081,HUYA Inc,57201030,CN
US44919P5089,nan,,
US44970B1098,IMS Health Holdings Inc,57201010,US
US44980X1090,IPG Photonics Corp,57104010,US
US4499341083,Iqvia Inc,56202010,US
US45031U1016,iStar Inc,60102010,US
US45068B1098,ITT Educational Services Inc,63101010,US
US45073V1089,ITT Inc,52102010,US
US4516631086,SuperMedia Inc,53302040,US
US45167R1041,IDEX Corp,52102010,US
US45168D1046,IDEXX Laboratories Inc,56101020,US
US4523081093,Illinois Tool Works Inc,54401010,US
US4523271090,Illumina Inc,56101010,US
US45337C1027,Incyte Corp,56202010,US
US4571871023,Ingredion Inc,54102020,US
US45784P1012,Insulet Corp,56101020,US
US4581401001,Intel Corp,57101010,US
US45822P1057,Wec Acquisition Corp,59104010,US
US45866F1049,Intercontinental Exchange Inc,55102050,US
US4592001014,International Business Machines Corp,57201010,US
US4595061015,International Flavors & Fragrances Inc,54102020,US
US4599021023,International Game Technology,53301030,US
US4601461035,International Paper Co,51302020,US
US4606901001,Interpublic Group of Companies Inc,53302010,US
US46069S1096,Intersil Corp,57101010,US
US4612021034,Intuit Inc,57201020,US
US46120E6023,Intuitive Surgical Inc,56101010,US
US46187W1071,Invitation Homes Inc,60102030,US
US4619151008,Investors Financial Services Corp,55102030,US
US4622221004,Ionis Pharmaceuticals Inc,56202010,US
US46266C1053,IQVIA Holdings Inc,56202010,US
US46267X1081,iQIYI Inc,57201030,CN
US46284V1017,Iron Mountain Inc,60102020,US
US46591M1099,JOYY Inc,57201030,CN
US46625H1005,JPMorgan Chase & Co,55101010,US
US4663131039,Jabil Inc,57104010,US
US4698141078,Jacobs Engineering Group Inc,52201020,US
US47102X1054,Janus Capital Group Inc,55102020,US
US4711091086,Jarden Corp,53204030,US
US47215P1066,JD.Com Inc,53402010,CN
US4723191023,Jefferies Group LLC,55102010,US
US47233W1099,Jefferies Financial Group Inc,55102030,US
US4781601046,Johnson & Johnson,56201040,US
US4783661071,Johnson Controls Inc,52102030,US
US47972P2083,Komstar-Ob''yedinennyye Telesistemy OAO,58401010,RU
US48020Q1076,Jones Lang LaSalle Inc,60101020,US
US48020T1016,Jones Group Inc,53202020,US
US4811651086,Komatsu Mining Corp,51201070,US
RU000A0DQZE3,AFK Sistema PAO,58401010,RU
US48203R1041,Juniper Networks Inc,57102010,US
US48242W1062,KBR Inc,57201010,US
US4824801009,KLA Corp,57101020,US
US48251W1045,KKR & Co Inc,55102020,US
US4851703029,Kansas City Southern,52405030,US
US4858651098,Kate Spade & Co,53403040,US
US48666K1097,KB Home,53203010,US
US4878361082,Kellogg Co,54102020,US
US49271M1009,Keurig Green Mountain Inc,54102020,US
US49271V1008,Keurig Dr Pepper Inc,54101030,US
US4932671088,KeyCorp,55101010,US
US49337W1009,Keyspan Corp,59102010,US
US49338L1035,Keysight Technologies Inc,52102030,US
US4943681035,Kimberly-Clark Corp,54201020,US
US49446R1095,Kimco Realty Corp,60102020,US
US49455P1012,Kinder Morgan Kansas Inc,50103030,US
US49455U1007,Kinder Morgan Management LLC,52102030,US
US49456B1017,Kinder Morgan Inc,50103030,US
US4990491049,Knight-Swift Transportation Holdings Inc,52405030,US
US5002551043,Kohls Corp,53402010,US
US5007541064,Kraft Heinz Co,54102020,US
US5010441013,Kroger Co,54301020,US
US5017971046,L Brands Inc,53403040,US
US5018892084,LKQ Corp,53101020,US
US5021611026,LSI Corp,57101010,US
RU000A0JPFP0,Gruppa LSR PAO,60101010,RU
US5024131071,L3 Technologies Inc,52101010,US
US5024311095,L3harris Technologies Inc,52101010,US
US50540R4092,Laboratory Corporation of America Holdings,56102010,US
US5128071082,Lam Research Corp,57101020,US
US5128161099,Lamar Advertising Co,60102040,US
US5132721045,Lamb Weston Holdings Inc,54102010,US
US5178341070,Las Vegas Sands Corp,53301030,US
US5184391044,Estee Lauder Companies Inc,54201020,US
US5218651058,Lear Corp,53101020,US
US5218652049,Lear Corp,53101020,US
US5246601075,Leggett & Platt Inc,53204040,US
US5249011058,Legg Mason Inc,55102020,US
US5249081002,Lehman Brothers Holdings Inc,55102010,US
US5253271028,Leidos Holdings Inc,57201010,US
US52602E1029,Black Knight InfoServ LLC,57201020,US
US5260571048,Lennar Corp,53203010,US
US5261071071,Lennox International Inc,52102030,US
US52729N3089,Level 3 Parent LLC,58401010,US
US5297711070,Lexmark International Inc,57106010,US
US5303073051,Liberty Broadband Corp,53302020,US
US5303223045,Starz Acquisition LLC,53302020,US
US5311721048,Liberty Property Trust,60102020,US
US5312294094,Liberty Media Corp,53302020,US
US5312296073,Liberty Media Corp,53302020,US
US5312298541,Liberty Media Corp,53302020,US
US53217V1098,Life Technologies Corp,56202010,US
US5324571083,Eli Lilly and Co,56201040,US
US5327911005,Lincare Holdings Inc,56102010,US
US5341871094,Lincoln National Corp,55301030,US
US5356781063,Linear Technology Corp,57101010,US
US53578A1088,LinkedIn Corp,57201030,US
US5380341090,Live Nation Entertainment Inc,53301040,US
US5398301094,Lockheed Martin Corp,52101010,US
US5404241086,Loews Corp,55301020,US
US5441471019,Lorillard LLC,54102030,US
US5486611073,Lowe's Companies Inc,53403020,US
US5492711040,Lubrizol Corp,51101010,US
US5500211090,Lululemon Athletica Inc,53202020,CA
US5520781072,Lyondell Chemical Co,54401010,US
US55261F1049,M&T Bank Corp,55101010,US
US55262C1009,MBIA Inc,55301020,US
US5526901096,MDU Resources Group Inc,59104010,US
US5528481030,MGIC Investment Corp,55301020,US
US5529531015,MGM Resorts International,53301030,US
US55354G1004,MSCI Inc,52203070,US
US5543821012,Macerich Co,60102020,US
US55608B1052,Macquarie Infrastructure Corp,52407010,US
US55616P1049,Macy's Inc,53402010,US
RU000A0JKQU8,Magnit PAO,54301020,RU
US56418H1005,ManpowerGroup Inc,52203030,US
US5658491064,Marathon Oil Corp,50102020,US
US56585A1025,Marathon Petroleum Corp,50102030,US
US5705351048,Markel Corp,55301020,US
US57060D1081,Marketaxess Holdings Inc,55102050,US
US5717481023,Marsh & McLennan Companies Inc,55301010,US
US5718371033,Marshall & Ilsley Corp,55102030,US
US5719032022,Marriott International Inc,53301010,US
US5732841060,Martin Marietta Materials Inc,51202010,US
US5745991068,Masco Corp,53203020,US
US5762061068,Alpha Appalachia Holdings LLC,50101010,US
US57636Q1040,Mastercard Inc,57201030,US
US57665R1068,nan,,
US5770811025,Mattel Inc,53205010,US
US57772K1016,Maxim Integrated Products Inc,57101010,US
US5790641063,McAfee LLC,57201020,US
US5794893033,JCK Legacy Co,53302040,US
US5797802064,McCormick & Company Inc,54102020,US
US5801351017,Mcdonald's Corp,53301020,US
US58155Q1031,Mckesson Corp,54301010,US
US5828391061,Mead Johnson Nutrition Co,54102020,US
US5833341077,Westrock MWV LLC,51302020,US
RU000A0DKXV5,Mechel PAO,51201020,RU
US58405U1025,Medco Health Solutions Inc,54301010,US
US58463J3041,Medical Properties Trust Inc,60102040,US
US5846991025,Medimmune LLC,56201040,US
US58501N1019,Medivation Inc,56202010,US
US58502B1061,MEDNAX Inc,56102010,US
US5854641009,Melco Resorts & Entertainment Ltd,53301030,HK
US58551A1088,Mellon Financial Corp,55101010,US
US58733R1023,Mercadolibre Inc,57201030,AR
US5874051015,Mercantile Bankshares Corp,55101010,US
US58933Y1055,Merck & Co Inc,56201040,US
US5901881087,Merrill Lynch & Co Inc,55102030,US
US5914071015,Metavante Technologies Inc,57201010,US
US59156R1086,MetLife Inc,55301030,US
US5926881054,Mettler-Toledo International Inc,52102010,US
US5949181045,Microsoft Corp,57201020,US
US5950171042,Microchip Technology Inc,57101010,US
US5951121038,Micron Technology Inc,57101010,US
US59522J1034,Mid-America Apartment Communities Inc,60102030,US
US5962781010,Middleby Corp,53204030,US
US5999021034,Millennium Pharmaceuticals Inc,56201040,US
US6010731098,EMD Millipore Corp,56201040,US
US60467R1005,Genon Energy Holdings LLC,59101010,US
US6074091090,Mobil'nye Telesistemy PAO,58401020,RU
US6081901042,Mohawk Industries Inc,53204040,US
US60871R2094,Molson Coors Beverage Co,54101010,US
US60879B1070,Momo Inc,57201020,CN
US6092071058,Mondelez International Inc,54102020,US
US60937P1066,MongoDB Inc,57201020,US
US61166W1018,Monsanto Co,51101020,US
US6117421072,Monster Worldwide Inc,52203030,US
US61174X1090,Monster Beverage Corp,54101030,US
US6153691059,Moody's Corp,52203070,US
US6174464486,Morgan Stanley,55102010,US
US61945C1036,Mosaic Co,51101020,US
US6200763075,Motorola Solutions Inc,57102010,US
US6200971058,Motorola Mobility Holdings LLC,57102010,US
US6267171022,Murphy Oil Corp,50102020,US
US62855J1043,Myriad Genetics Inc,56101010,US
US62913F2011,NII Holdings Inc,58401020,US
US62914V1061,NIO Inc,53101010,CN
US6293775085,NRG Energy Inc,59101010,US
US62944T1051,NVR Inc,53203010,US
US62948N1046,Nymex Holdings Inc,55102050,US
US6294911010,NYSE Euronext,55102050,US
US6311031081,Nasdaq Inc,55102050,US
US6354051038,National City Corp,55101010,US
US6370711011,nan,,
US6374171063,National Retail Properties Inc,60102020,US
US6376401039,National Semiconductor Corp,57101010,US
US6386121015,Nationwide Financial Services Inc,55301030,US
US63936L1008,Here Holding Corp,57201010,US
US63938C1080,Navient Corp,55101030,US
US6402681083,Nektar Therapeutics,56202010,US
US64110D1046,NetApp Inc,57106010,US
US64110L1061,Netflix Inc,57201030,US
US64110W1027,NetEase Inc,57201030,CN
US64118Q1076,NetSuite Inc,57201020,US
US64125C1099,Neurocrine Biosciences Inc,56202010,US
US6475811070,New Oriental Education & Technology Group Inc,63101010,CN
US6494451031,New York Community Bancorp Inc,55101010,US
US6501111073,New York Times Co,53302040,US
US6512291062,Newell Brands Inc,53204030,US
US6512901082,Ovintiv Exploration Inc,50102020,US
US6516391066,Newmont Corporation,51201060,US
US65249B1098,News Corp,53302040,US
US65339F1012,Nextera Energy Inc,59101010,US
US6541061031,Nike Inc,53202030,US
US65473P1057,NiSource Inc,59104010,US
US65487X1028,Noah Holdings Ltd,55102020,CN
US6550441058,Noble Energy Inc,50102020,US
US6556641008,Nordstrom Inc,53402010,US
US6558441084,Norfolk Southern Corp,52405030,US
US6658591044,Northern Trust Corp,55102020,US
US6668071029,Northrop Grumman Corp,52101010,US
US6687711084,NortonLifeLock Inc,57201020,US
RU000A0DKVS5,Novatek PAO,50102010,RU
US6700081010,Novellus Systems Inc,57101010,US
RU0009046452,Novolipetsk Steel PAO,51201020,RU
US67019E1073,NSTAR,59101010,US
US67020Y1001,Nuance Communications Inc,57201020,US
US6703461052,Nucor Corp,51201020,US
US67066G1040,NVIDIA Corp,57101010,US
US6708371033,OGE Energy Corp,59101010,US
US67103H1077,O'Reilly Automotive Inc,53403010,US
US6745991058,Occidental Petroleum Corp,50102020,US
US6752321025,Oceaneering International Inc,50103020,US
US6757463095,nan,,
US6762201068,nan,,
US6792951054,Okta Inc,57201020,US
US6795801009,Old Dominion Freight Line Inc,52405030,US
US6802231042,Old Republic International Corp,55301020,US
US6819041087,Omnicare Inc,54301010,US
US6819191064,Omnicom Group Inc,53302010,US
US6819361006,Omega Healthcare Investors Inc,60102040,US
US6821891057,ON Semiconductor Corp,57101010,US
US6826801036,ONEOK Inc,50103030,US
US6833991093,Onyx Pharmaceuticals Inc,56202010,US
US68370R1095,Vympel-Kommunikatsii PAO,58401020,RU
US68389X1054,Oracle Corp,57201020,US
US6882392011,Oshkosh Corp,52102020,US
US69047Q1022,Ovintiv Inc,50102020,US
US6907421019,Owens Corning,53203020,US
US6907684038,nan,,
US69329Y1047,PDL BioPharma Inc,56202010,US
US69331C1080,PG&E Corp,59101010,US
US69338N2062,Gruppa Kompaniy PIK PAO,53203010,RU
US69344M1018,PMI Group Inc,55301020,US
US6934751057,PNC Financial Services Group Inc,55101010,US
US6935061076,PPG Industries Inc,51101010,US
US69351T1060,PPL Corp,59104010,US
US6936561009,PVH Corp,53202020,US
US69370C1009,PTC Inc,57201020,US
US6937181088,Paccar Inc,52102020,US
US6951561090,Packaging Corp of America,51302020,US
US6952571056,Pactiv LLC,51302010,US
US6964293079,Pall Corp,52102010,US
US6974351057,Palo Alto Networks Inc,57201030,US
ARP432631215,Pampa Energia SA,59101010,AR
US7010941042,Parker-Hannifin Corp,52102010,US
US7018771029,Parsley Energy Inc,50102020,US
US7033951036,Patterson Companies Inc,56101020,US
US7034811015,Patterson-UTI Energy Inc,50103010,US
US7043261079,Paychex Inc,52203030,US
